Id,Label,month
2023-10-24_2873.txt,"Israel-Hamas live updates: 6,500 Palestinians killed by Israel in Gaza",10
2023-11-16_2304.txt,Israel-Hamas war updates: Gaza hospitals buckle under Israeli attacks,11
2023-11-17_2276.txt,Israel-Hamas war updates: Aid groups warn Israel’s siege strangling Gaza,11
2023-11-10_2447.txt,Israel-Hamas war updates: Al-Shifa Hospital under threat,11
2023-10-09_3285.txt,"Israel-Hamas war updates: Gaza under ‘total blockade’, refugee camp hit",10
2023-11-02_2655.txt,Israel-Hamas war updates: Israel says its forces surround Gaza City,11
2023-11-03_2625.txt,Israel-Hamas war updates: Israeli strike hits Gaza medical convoy,11
2023-12-05_1927.txt,"Israel-Hamas war updates: More than 16,200 dead in Gaza from Israeli attack",12
2023-12-07_1891.txt,Israel-Hamas war updates: Gaza faces heavy Israeli bombardment,12
2023-12-06_1907.txt,Israel-Hamas war updates: UN chief invokes rare Article 99 over Gaza war,12
2023-12-08_1873.txt,Israel-Hamas war updates: US vetoes UN resolution urging Gaza ceasefire,12
2023-11-01_2681.txt,Israel-Hamas war updates: Israel’s Jabalia attacks may be ‘war crimes’ – UN,11
2023-11-08_2501.txt,Israel-Hamas war updates: UN rights chief warns of Gaza ‘living nightmare’,11
2023-11-14_2355.txt,Israel-Hamas war updates: Israel says it will raid al-Shifa – Ministry,11
2023-11-20_2222.txt,Israel-Hamas war updates: US says captive release deal ‘closer than ever’,11
2023-11-22_2180.txt,Israel-Hamas war updates: Palestinians buried in mass grave as truce nears,11
2023-11-21_2198.txt,Israel-Hamas war updates: Israeli gov’t meets to vote on Gaza truce deal,11
2023-12-01_1997.txt,Israel-Hamas war updates: Over 175 killed as Israeli resumes Gaza attacks,12
2023-11-30_2014.txt,Israel-Hamas war updates: More Palestinian prisoners released,11
2023-11-28_2051.txt,Israel-Hamas war updates: Palestinian prisoners arrive home after release,11
2023-11-29_2035.txt,Israel-Hamas war updates: Ten more Israeli captives released in Gaza,11
2023-12-04_1942.txt,Israel-Hamas war updates: Communications cut amid southern Gaza offensive,12
2023-12-19_1692.txt,Israel-Hamas war updates: US holds up UN vote on Gaza truce,12
2023-12-15_1753.txt,Israel-Hamas war updates: Israeli attack kills Al Jazeera’s Samer Abudaqa,12
2023-12-22_1653.txt,Israel-Hamas war updates: Security Council passes ‘diluted’ Gaza resolution,12
2023-12-25_1618.txt,"Israel-Hamas war updates: ‘We are not stopping,’ vows PM Netanyahu",12
2023-11-23_2154.txt,"Israel-Hamas war updates: Israel bombs UN school, killing ‘at least 27’",11
2023-10-21_2937.txt,Israel-Hamas war updates: Hamas says repelled ground attack in Gaza,10
2024-04-13_54.txt,"Israel’s war on Gaza updates: Iran sends drones, missiles towards Israel",4
2024-01-11_1445.txt,ICJ updates: South Africa’s genocide case against Israel over Gaza war,1
2024-02-11_1133.txt,Israel’s war on Gaza updates: Hamas says Rafah assault would end talks,2
2024-01-02_1532.txt,"Israel’s war on Gaza: List of key events, day 88",1
2023-10-18_3017.txt,Israel-Hamas war updates: Regional tensions soar as Israel bombs Gaza,10
2023-12-05_1916.txt,The Take: Israel’s war on Gaza looms over COP28 Dubai,12
2023-11-10_2430.txt,The Take: Arrests and harassment threaten Palestinians in Israel,11
2023-11-21_2186.txt,The Take: The genocide lawsuit against Joe Biden over Israel-Gaza war,11
2023-12-06_1897.txt,The Take: The role of Israeli AI in Gaza’s massive death toll,12
2023-11-14_2340.txt,The Take: What can protests do to block military aid from the US to Israel?,11
2023-10-25_2857.txt,The Take: Why is Israel delaying a ground invasion of Gaza?,10
2023-12-14_1759.txt,The Take: Can the UN do anything to stop Israel’s war on Gaza?,12
2023-10-20_2967.txt,The Take: The backlash to supporting Palestine,10
2023-10-26_2832.txt,The Take: Ukraine and Gaza wars – is there a double standard at play?,10
2024-01-02_1529.txt,The Take: Are Hezbollah and Israel close to an all-out war?,1
2023-11-29_2025.txt,"The Take: With Israel’s release of prisoners, thousands more still detained",11
2023-11-15_2313.txt,"The Take: Detained, tortured and banned – Workers from Gaza in Israel",11
2023-11-28_2045.txt,"The Take: After Israel and Hamas extend their truce, what comes next?",11
2023-10-31_2707.txt,The Take: Are the captives a priority in Israel’s war on Gaza?,10
2023-10-24_2880.txt,The Take: A new era of solidarity for the Palestinian cause,10
2023-12-04_1933.txt,The Take: US shooting of Palestinian students sparks climate of fear,12
2023-10-12_3208.txt,"The Take: As Israel unifies, Gaza pays the price",10
2023-11-09_2457.txt,The Take: Gaza hospitals on the brink of collapse amid Israel’s bombardment,11
2023-10-13_3171.txt,The Take: What media outlets get wrong on Israel and Palestine,10
2023-11-06_2551.txt,The Take: A history of Gaza’s worst and best days,11
2023-10-23_2904.txt,The Take: Censorship and disinformation – the online war on Gaza,10
2023-12-15_1743.txt,The Take: What do Israelis think of the war on Gaza?,12
2023-11-02_2652.txt,The Take: What do Russia and China think of the Israeli war on Gaza?,11
2023-10-17_3060.txt,"The Take: The other blockade – As Gaza escalates, so does the West Bank",10
2023-11-23_2138.txt,The Take: Inside the Hamas-Israel truce deal,11
2023-10-11_3219.txt,The Take: ‘The US has Israel’s back.’ How far could the war spread?,10
2023-10-28_2783.txt,"The Take: With communications cut off, Gaza goes dark amid Israeli attacks",10
2023-11-07_2512.txt,The Take: US protesters show up for Palestine. What will Biden do next?,11
2023-07-28_3396.txt,What’s behind Israel’s ‘judicial coup’?,7
2023-10-31_2682.txt,The Take: What is the risk of wider conflict between Israel and Hezbollah?,10
2023-10-16_3107.txt,"The Take: Facing ‘total collapse,’ Gaza doctors fight to remain a lifeline",10
2023-08-09_3385.txt,How Israeli technology turns occupation into profit,8
2023-11-03_2623.txt,The Take: Inside the West Bank’s surging Israeli settler violence,11
2023-07-13_3425.txt,What the Jenin raids mean for the Palestinian Authority,7
2023-10-10_3258.txt,The Take: Where do you go when Israel strikes down your home in Gaza?,10
2023-10-13_3139.txt,The Take: How an Israeli ‘intelligence failure’ informed the war on Gaza,10
2023-10-02_3317.txt,"As Arab-Israeli normalisation expands, where do Palestinians fit?",10
2023-11-16_2290.txt,The Take: The Hamas tunnels and al-Shifa Hospital,11
2023-10-27_2797.txt,The Take: Wael Dahdouh’s family was killed in Gaza. He kept reporting.,10
2023-10-30_2740.txt,The Take: Israel’s ground war on Gaza begins,10
2023-11-20_2209.txt,"The Take: Piles of corpses, dying babies – al-Shifa Hospital’s catastrophe",11
2023-11-08_2499.txt,The Take: Diaries of Israel’s war on Gaza,11
2023-10-19_3000.txt,The Take: Will the Gaza hospital attack be a turning point for the world?,10
2023-06-23_3484.txt,Will we see a major Israeli assault in the occupied West Bank?,6
2023-09-06_3346.txt,Libya’s anti-Israel protests and the future of normalising relations,9
2023-10-18_3042.txt,"The Take: When it comes to Gaza, when is it called a war crime?",10
